,,,,bitter,sweet,tasteless
FDB005891,Parthenolide,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,TRUE,0.959999979,0,0.059999999
FDB014718,Pyrrole,N1C=CC=C1,TRUE,0.959999979,0,0.059999999
FDB022707,Propranolol,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12,TRUE,0.959999979,0,0.059999999
FDB112095,Tryptophyl-Proline,NC(CC1=CNC2=C1C=CC=C2)C(=O)N1CCCC1C(O)=O,TRUE,0.959999979,0,0.059999999
FDB001510,"4,8,5'-Trimethylpsoralen",CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,TRUE,0.949999988,0,0.059999999
FDB003968,Nicotine,CN1CCC[C@H]1C1=CN=CC=C1,TRUE,0.949999988,0,0.059999999
FDB001111,Chinese tannin,OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1,TRUE,0.939999998,0,0.059999999
FDB018580,Physalin N,CC12OC(=O)C3(O)CCC4C(C(O)C=C5CC=CC(=O)C45C)C45OC13C(C4=O)C1(C)CC2OC(=O)C1CO5,TRUE,0.930000007,0,0.059999999
FDB006137,2-Methylbut-2-en-1-al,[H]\C(C)=C(\C)C=O,TRUE,0,0.99000001,0.050000001
FDB007391,Ethyl beta-D-fructofuranoside,[H][C@@]1(O)[C@@]([H])(CO)O[C@@](CO)(OCC)[C@@]1([H])O,TRUE,0,0.99000001,0.050000001
FDB008105,Tiglic aldehyde,C\C=C(\C)C=O,TRUE,0,0.99000001,0.050000001
FDB008134,3-Methyl-2-butenal,CC(C)=CC=O,TRUE,0.01,0.980000019,0.050000001
FDB006275,Nerolidiol,C=C[C@@](C)(O)CC\C=C(\C)CCC=C(C)C,TRUE,0,0.980000019,0.050000001
FDB011832,2-Methyl-2-pentenal,CC\C=C(\C)C=O,TRUE,0,0.980000019,0.050000001
FDB013708,"(3S,6E,10E)-1,6,10,14-Phytatetraen-3-ol",CC(C)=CCC\C(C)=C/CC\C(C)=C/CCC(C)(O)C=C,TRUE,0,0.980000019,0.050000001
FDB014378,Nerolidol,CC(C)=CCCC(C)=CCCC(C)(O)C=C,TRUE,0,0.980000019,0.050000001
FDB021236,Cinnamyl isobutyrate,CC(C)C(=O)OC\C=C/C1=CC=CC=C1,TRUE,0,0.980000019,0.050000001
FDB008404,2-Hexyl-3-phenyl-2-propenal,CCCCCC\C(C=O)=C/C1=CC=CC=C1,TRUE,0,0.959999979,0.050000001
FDB003090,6-Pentyl-2H-pyran-2-one,CCCCCC1=CC=CC(=O)O1,TRUE,0,0.949999988,0.050000001
FDB020616,2-Ethoxy-5-(1-propenyl)phenol,CCOC1=C(O)C=C(\C=C\C)C=C1,TRUE,0,0.949999988,0.050000001
FDB003268,Isopropyl acetate,CC(C)OC(C)=O,TRUE,0.01,0.939999998,0.050000001
FDB014923,"p-Mentha-1,8-dien-7-ol",CC(=C)C1CCC(CO)=CC1,TRUE,0.01,0.939999998,0.050000001
FDB014924,"(R)-p-Mentha-1,8-dien-7-ol",CC(=C)[C@@H]1CCC(CO)=CC1,TRUE,0.01,0.939999998,0.050000001
FDB015024,alpha-Pentylcinnamyl alcohol,CCCCC\C(CO)=C\C1=CC=CC=C1,TRUE,0.01,0.939999998,0.050000001
FDB016006,"3,4-Dimethyl-1,2-cyclopentanedione",CC1CC(=O)C(=O)C1C,TRUE,0.01,0.939999998,0.050000001
FDB011898,4-Methoxybenzyl acetate,COC1=CC=C(COC(C)=O)C=C1,TRUE,0.029999999,0.920000017,0.050000001
FDB019247,Isopropyl butyrate,CCCC(=O)OC(C)C,TRUE,0,0.920000017,0.050000001
FDB010545,Methyl 2-methoxybenzoate,COC(=O)C1=CC=CC=C1OC,TRUE,0.07,0.910000026,0.050000001
FDB020141,Ethyl (±)-3-hydroxybutyrate,CCOC(=O)CC(C)O,TRUE,0.050000001,0.910000026,0.050000001
FDB008230,1-Pentanol,CCCCCO,TRUE,0.029999999,0.910000026,0.050000001
FDB003407,Methyl cyclohexanecarboxylate,COC(=O)C1CCCCC1,TRUE,0.01,0.910000026,0.050000001
FDB016426,8-Mercapto-p-menthan-3-one,CC1CCC(C(=O)C1)C(C)(C)S,TRUE,0.039999999,0.899999976,0.050000001
FDB020475,Proanthocyanidin A7,OC1CC2=C3OC4(OC5=C(C(C4O)C3=C(O)C=C2OC1C1=CC(O)=C(O)C=C1)C(O)=CC(O)=C5)C1=CC=C(O)C(O)=C1,TRUE,0.029999999,0.899999976,0.050000001
FDB012505,Ethyl 4-methylphenoxyacetate,CCOC(=O)COC1=CC=C(C)C=C1,TRUE,0.01,0.899999976,0.050000001
FDB015045,4-Hydroxy-4-methyl-7-decenoic acid gamma-lactone,CC\C=C\CCC1(C)CCC(=O)O1,TRUE,0.01,0.899999976,0.050000001
FDB021444,"4-(3,4-Methylenedioxyphenyl)-2-butanone",CC(=O)CCC1=CC2=C(OCO2)C=C1,TRUE,0.02,0.889999986,0.050000001
FDB006017,Neric acid,CC(C)=CCC\C(C)=C/C(O)=O,TRUE,0.050000001,0.879999995,0.050000001
FDB021853,trans-Geranic acid,CC(C)=CCCC(C)=CC(O)=O,TRUE,0.050000001,0.879999995,0.050000001
FDB010588,Methyl 4-methoxybenzoate,COC(=O)C1=CC=C(OC)C=C1,TRUE,0.050000001,0.850000024,0.050000001
FDB020524,Acemannan,CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@@H]([C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@H](CO)[C@@H](OC)[C@H](OC(C)=O)[C@@H]8O)[C@H](OC(C)=O)[C@@H]7O)[C@H](OC(C)=O)[C@@H]6O)C([O-])=O)[C@H](OC(C)=O)[C@@H]5O)[C@H](O)[C@@H]4NC(C)=O)[C@H](OC(C)=O)[C@@H]3O)[C@H](OC(C)=O)[C@@H]2O)[C@H](OC(C)=O)[C@@H]1O,TRUE,0.01,0.839999974,0.050000001
FDB008301,Acetone,CC(C)=O,TRUE,0.159999996,0.689999998,0.050000001
FDB004380,"1,4-Diacetylbenzene",CC(=O)C1=CC=C(C=C1)C(C)=O,TRUE,0.379999995,0.340000004,0.050000001
FDB023882,16-Hydroxy hexadecanoic acid,OCCCCCCCCCCCCCCCC([O-])=O,TRUE,0.119999997,0.319999993,0.050000001
FDB001825,Methyl p-coumarate,COC(=O)C=CC1=CC=C(O)C=C1,TRUE,0.660000026,0.25,0.050000001
FDB020664,15-Oxo-21-hydroxymabiogenin 3-[rhamnosyl-(1->6)-glucoside],[H][C@@]12C(=O)O[C@H](CC=C(C)C)[C@]1(CO)OC(=O)[C@]1(C)[C@]2([H])CCC2[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)C3CC[C@@]12C,TRUE,0.720000029,0.180000007,0.050000001
FDB012553,4-Hydroxybenzyl alcohol,OCC1=CC=C(O)C=C1,TRUE,0.709999979,0.159999996,0.050000001
FDB019991,alpha-Terpinyl isovalerate,CC(C)CC(=O)OC(C)(C)C1CCC(C)=CC1,TRUE,0.550000012,0.159999996,0.050000001
FDB004883,trans-2-Methoxycinnamaldehyde,COC1=CC=CC=C1\C=C\C=O,TRUE,0.270000011,0.150000006,0.050000001
FDB008403,Ethyl maltol,CCC1=C(O)C(=O)C=CO1,TRUE,0.779999971,0.100000001,0.050000001
FDB012060,"3,4-Dihydroxybenzaldehyde",OC1=CC=C(C=O)C=C1O,TRUE,0.800000012,0.090000004,0.050000001
FDB003717,Sulfur,[S],TRUE,0.75,0.090000004,0.050000001
FDB007049,Cyanidin 3-rutinoside,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,TRUE,0.860000014,0.07,0.050000001
FDB017195,Delphinidin 3-rutinoside,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,TRUE,0.860000014,0.07,0.050000001
FDB002947,Linolenelaidic acid,CCC=CCC=CCC=CCCCCCCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB003102,Eicosapentaenoic acid,CC\C=C/C\C=C/C\C=C\C\C=C/C\C=C/CCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB006293,Dihomolinolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB007163,"Hexadeca-7,10,13-trienoic acid",CCC=CCC=CCC=CCCCCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB012462,alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB019146,"(all-Z)-13,16,19-Docosatrienoic acid",CC\C=C\C\C=C/C\C=C\CCCCCCCCCCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB021831,"7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB022887,"cis-8,11,14,17-Eicosatetraenoic acid",CCC=CCC=CCC=CCC=CCCCCCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB023890,Tetracosapentaenoic acid (24:5n-3),CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,TRUE,0.920000017,0.029999999,0.050000001
FDB015736,beta-Caryophyllene,C\C1=C\CCC(=C)C2CC(C)(C)C2CC1,TRUE,0.889999986,0.029999999,0.050000001
FDB010555,Piperonyl acetate,CC(=O)OCC1=CC2=C(OCO2)C=C1,TRUE,0.930000007,0.02,0.050000001
FDB021403,"[(3,7-Dimethyl-6-octenyl)oxy]acetaldehyde",CC(CCOCC=O)CCC=C(C)C,TRUE,0.920000017,0.02,0.050000001
FDB001524,Ipomoeamarone,CC(C)CC(=O)CC1(C)CCC(O1)C1=COC=C1,TRUE,0.910000026,0.02,0.050000001
FDB012189,Piperazine,C1CNCCN1,TRUE,0.970000029,0.01,0.050000001
FDB000233,Galloyl glucose,OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,TRUE,0.959999979,0.01,0.050000001
FDB018137,1-Glucosyl gallate,OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,TRUE,0.959999979,0.01,0.050000001
FDB001301,Glucoconvallatoxoloside,CC1OC(OC2CCC3(CO)C4CCC5(C)C(CCC5(O)C4CCC3(O)C2)C2=CC(=O)OC2)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,TRUE,0.949999988,0.01,0.050000001
FDB002447,Convallatoxoloside,CC1OC(OC2CCC3(CO)C4CCC5(C)C(CCC5(O)C4CCC3(O)C2)C2=CC(=O)OC2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,TRUE,0.949999988,0.01,0.050000001
FDB010804,Corchorusoside E,CC1OC(CC(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)OC1CCC2(CO)C3CCC4(C)C(CCC4(O)C3CCC2(O)C1)C1=CC(=O)OC1,TRUE,0.949999988,0.01,0.050000001
FDB011080,Corchorusoside D,CC1OC(CC(O)C1OC1OC(CO)C(O)C(O)C1O)OC1CCC2(CO)C(CCC3C2C(O)CC2(C)C(CCC32O)C2=CC(=O)OC2)C1,TRUE,0.949999988,0.01,0.050000001
FDB011462,"Cannogenol 3-[glucosyl-(1->4)-2,6-dideoxy-xylohexoside]",CC1OC(CC(O)C1OC1OC(CO)C(O)C(O)C1O)OC1CCC2(CO)C(CCC3C2CCC2(C)C(CCC32O)C2=CC(=O)OC2)C1,TRUE,0.949999988,0.01,0.050000001
FDB021022,Corchorosol A,CC1OC(CC(O)C1O)OC1CCC2(CO)C3CCC4(C)C(CCC4(O)C3CCC2(O)C1)C1=CC(=O)OC1,TRUE,0.949999988,0.01,0.050000001
FDB012149,Falcarindiol,CCCCCCC\C=C/C(O)C#CC#CC(O)C=C,TRUE,0.939999998,0.01,0.050000001
FDB000717,N-gamma-L-Glutamyl-L-tyrosine,NC(CCC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O)C(O)=O,TRUE,0.930000007,0.01,0.050000001
FDB007359,Gentianine,C=CC1=C2CCOC(=O)C2=CN=C1,TRUE,0.930000007,0.01,0.050000001
FDB007401,Prolamine,C1CCNC1,TRUE,0.930000007,0.01,0.050000001
FDB013909,Taraxinic acid glucosyl ester,C\C1=C\C2OC(=O)C(=C)C2CC\C(=C/CC1)C(=O)OC1OC(CO)C(O)C(O)C1O,TRUE,0.920000017,0.01,0.050000001
FDB021824,Equol,OC1=CC=C(C=C1)[C@H]1COC2=CC(O)=CC=C2C1,TRUE,0.899999976,0.01,0.050000001
FDB024153,(S)-3-Hydroxy-N-methylcoclaurine,COC1=C(O)C=C2[C@H](CC3=CC(O)=C(O)C=C3)N(C)CCC2=C1,TRUE,0.99000001,0,0.050000001
FDB000367,Collettiside I,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB000370,Ophiopogonin C',CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB011962,26-Desglucoavenacoside A,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)(CO)O1,TRUE,0.980000019,0,0.050000001
FDB011965,Avenacoside B,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(OC3OC(CO)C(O)C(O)C3O)C2O)OC11CCC(C)(COC2OC(CO)C(O)C(O)C2O)O1,TRUE,0.980000019,0,0.050000001
FDB011966,Nuatigenin 3-[rhamnosyl-(1->2)-glucoside],CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)(CO)O1,TRUE,0.980000019,0,0.050000001
FDB011971,26-Desglucoavenacoside B,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)OC11CCC(C)(CO)O1,TRUE,0.980000019,0,0.050000001
FDB011978,Avenacoside A,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(O)C(O)C3O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)(COC2OC(CO)C(O)C(O)C2O)O1,TRUE,0.980000019,0,0.050000001
FDB012735,Funkioside C,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB017231,Diosgenin 3-[glucosyl-(1->4)-[glucopyranosyl-(1->6)]-glucopyranosyl-(1->4)-rhamnosyl-(1->4)-[rhamnosyl-(1->2)]-glucoside],CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB017232,Diosgenin 3-[glucosyl-(1->6)-glucosyl-(1->4)-rhamnosyl-(1->4)[rhamnosyl-(1->2)]-glucoside],CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB019125,Graecunin G,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(COC3OC(C)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB019126,Graecunin E,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(COC3OC(C)C(O)C(O)C3OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB020260,Melongoside H,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(C)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB020303,Diosgenin 3-[glucosyl-(1->4)-rhamnosyl-(1->4)-glucoside],CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(C)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB020715,Deltoside,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2OC2OC(C)C(O)C(O)C2O)OC11CCC(COC2OC(CO)C(O)C(O)C2O)CO1,TRUE,0.980000019,0,0.050000001
FDB020793,Melongoside M,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(C)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB020794,Melongoside K,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(OC3OC(C)C(O)C(O)C3O)C2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB020795,Melongoside F,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC11CCC(C)CO1,TRUE,0.980000019,0,0.050000001
FDB001755,Jacquinelin,[H][C@@]12CCC(C)=C3C(=O)C=C(CO)[C@]3([H])[C@@]1([H])OC(=O)[C@H]2C,TRUE,0.970000029,0,0.050000001
FDB007935,"(11S,13)-Dihydro-8-deoxylactucin",[H]C1CC(C)=C2C(=O)C=C(CO)[C@]2([H])[C@H]2OC(=O)C(C)C12,TRUE,0.970000029,0,0.050000001
FDB011688,Cyclolinopeptide E,CCC(C)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(CC2=CC=CC=C2)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CCS(C)=O)NC1=O)C(C)C,TRUE,0.970000029,0,0.050000001
FDB014332,Glaucarubin,CCC(C)(O)C(=O)OC1C2C(C)C(O)C3(O)OCC22C3C3(C)C(O)C(O)C=C(C)C3CC2OC1=O,TRUE,0.970000029,0,0.050000001
FDB022744,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,TRUE,0.970000029,0,0.050000001
FDB013439,Xanthohumol B,COC1=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C2CC(O)C(C)(C)OC2=C1,TRUE,0.959999979,0,0.050000001
FDB016545,Xanthohumol,COC1=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C(CC=C(C)C)C(O)=C1,TRUE,0.959999979,0,0.050000001
FDB021726,"11b,13-Dihydrolactucopicrin",CC1C2C(OC1=O)C1C(CO)=CC(=O)C1=C(C)CC2OC(=O)CC1=CC=C(O)C=C1,TRUE,0.959999979,0,0.050000001
FDB000432,Moupinamide,COC1=CC(\C=C\C(=O)NCCC2=CC=C(O)C=C2)=CC=C1O,TRUE,0.949999988,0,0.050000001
FDB000440,alpha-Solanigrine,CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CN1,TRUE,0.949999988,0,0.050000001
FDB006932,Genkwanin,COC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C=C1,TRUE,0.949999988,0,0.050000001
FDB009075,Caprolactam,O=C1CCCCCN1,TRUE,0.949999988,0,0.050000001
FDB010779,N-trans-Feruloyloctopamine,COC1=CC(\C=C\C(=O)NCC(O)C2=CC=C(O)C=C2)=CC=C1O,TRUE,0.949999988,0,0.050000001
FDB013875,Dimethylmatairesinol,COC1=CC=C(CC2COC(=O)C2CC2=CC=C(OC)C(OC)=C2)C=C1OC,TRUE,0.949999988,0,0.050000001
FDB013935,"1-Acetoxy-2-hydroxy-5,12,15-heneicosatrien-4-one",CCCCC\C=C/C\C=C/CCCCC\C=C\C(=O)C[C@@H](O)COC(C)=O,TRUE,0.949999988,0,0.050000001
FDB015473,Persenone A,CCCCC\C=C/C\C=C/CCCCC\C=C\C(=O)CC(O)COC(C)=O,TRUE,0.949999988,0,0.050000001
FDB002066,Glucobrassicin,OCC1OC(S\C(CC2=CNC3=CC=CC=C23)=N\OS(O)(=O)=O)C(O)C(O)C1O,TRUE,0.930000007,0,0.050000001
FDB018716,"1,2,3,6-Tetragalloyl-beta-D-glucopyranose",OC1C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C1OC(=O)C1=CC(O)=C(O)C(O)=C1,TRUE,0.930000007,0,0.050000001
FDB016128,"Dehydroxylinalool 3,7-oxide",CC1(C)CCCC(C)(O1)C=C,TRUE,0.02,0.980000019,0.039999999
FDB000841,Ethyl vanillin,CCOC1=C(O)C=CC(C=O)=C1,TRUE,0.01,0.980000019,0.039999999
FDB018868,Licoricesaponin G2,CC12CCC(C)(CC1C1=CC(=O)C3C4(C)CCC(OC5OC(C(O)C(O)C5OC5OC(C(O)C(O)C5O)C(O)=O)C(O)=O)C(C)(CO)C4CCC3(C)C1(C)CC2)C(O)=O,TRUE,0.01,0.970000029,0.039999999
FDB019047,Licoricesaponin J2,CC12CCC(C)(CC1C1=CCC3C4(C)CCC(OC5OC(C(O)C(O)C5OC5OC(C(O)C(O)C5O)C(O)=O)C(O)=O)C(C)(CO)C4CCC3(C)C1(C)CC2)C(O)=O,TRUE,0.01,0.970000029,0.039999999
FDB012547,2-Pentanone,CCCC(C)=O,TRUE,0,0.970000029,0.039999999
FDB012808,"1,2-Benzisothiazol-3(2H)-one",O=C1NSC2=CC=CC=C12,TRUE,0,0.970000029,0.039999999
FDB003808,Methylisocaproate,COC(=O)CCC(C)C,TRUE,0.01,0.959999979,0.039999999
FDB008201,2-Methylpentanal,CCCC(C)C=O,TRUE,0,0.959999979,0.039999999
FDB001148,L-Galacto-2-heptulose,OCC1OC(O)(CO)C(O)C(O)C1O,TRUE,0.01,0.939999998,0.039999999
FDB004279,Sedoheptulose,OC[C@H]1OC(O)(CO)[C@@H](O)[C@H](O)[C@@H]1O,TRUE,0.01,0.939999998,0.039999999
FDB011458,"(2S,2''S,3S,3''R,4S)-3,4',5,7-Tetrahydroxyflavan(2->7,4->8)-3,4',5,7-tetrahydroxyflavan",OC1CC2=C(OC1C1=CC=C(O)C=C1)C1=C(OC3(OC4=C(C1C3O)C(O)=CC(O)=C4)C1=CC=C(O)C=C1)C=C2O,TRUE,0.039999999,0.930000007,0.039999999
FDB020227,Mahuannin A,O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C=C1)C1=C(OC3(OC4=C([C@@H]1[C@@H]3O)C(O)=CC(O)=C4)C1=CC=C(O)C=C1)C=C2O,TRUE,0.039999999,0.930000007,0.039999999
FDB020473,"(2S,2'R,3S,3'R,4S)-3,4',5,7-Tetrahydroxyflavan(2->7,4->8)-3,3',5,5',7-pentahydroxyflavan",OC1CC2=C(OC1C1=CC(O)=CC(O)=C1)C1=C(OC3(OC4=C(C1C3O)C(O)=CC(O)=C4)C1=CC=C(O)C=C1)C=C2O,TRUE,0.039999999,0.930000007,0.039999999
FDB016007,"3,5-Dimethyl-1,2-cyclopentanedione",CC1CC(C)C(=O)C1=O,TRUE,0.01,0.930000007,0.039999999
FDB028419,N-Acetyl-D-mannosamine,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(NC(C)=O)C=O,TRUE,0,0.930000007,0.039999999
FDB012153,2-Phenylethyl acetate,CC(=O)OCCC1=CC=CC=C1,TRUE,0,0.920000017,0.039999999
FDB001028,Ethyl salicylate,CCOC(=O)C1=C(O)C=CC=C1,TRUE,0.119999997,0.910000026,0.039999999
FDB019246,Propyl butyrate,CCCOC(=O)CCC,TRUE,0.079999998,0.910000026,0.039999999
FDB008785,2-Methylphenol,CC1=CC=CC=C1O,TRUE,0.02,0.899999976,0.039999999
FDB021487,Isopropyl apiosylglucoside,CC(C)OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O,TRUE,0,0.899999976,0.039999999
FDB014884,Safranal,CC1=C(C=O)C(C)(C)CC=C1,TRUE,0.02,0.879999995,0.039999999
FDB001643,"ent-Epiafzelechin-(2alpha->7,4alpha->8)-catechin",O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C=C1)C1=C(O[C@]3(OC4=C(C1[C@@H]3O)C(O)=CC(O)=C4)C1=CC=C(O)C=C1)C=C2O,TRUE,0.079999998,0.870000005,0.039999999
FDB001645,"Epicatechin-(2beta->7,4beta->8)-epicatechin-(4beta->8)-epicatechin-(4beta->6)-catechin",O[C@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C=C1)C=C(O)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3[C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC1=C3[C@@H]3[C@@H](O)[C@@](OC4=C3C(O)=CC(O)=C4)(O1)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1)C1=CC=C(O)C(O)=C1)=C2O,TRUE,0.079999998,0.870000005,0.039999999
